region,site_name,upper_nameplate_mw,storage_mwh,status_bucket,priority_rank
NSW1,Panorama BESS,100.0,0.0,Proposed,1
NSW1,Queanbeyan Battery,100.0,200.0,Proposed,1
NSW1,Springdale Solar Farm,100.0,,Proposed,1
NSW1,Springdale Solar Farm - KCI,100.0,,Proposed,1
NSW1,Yambla Range BESS,100.0,800.0,Proposed,1
SA1,Blacktop BESS - KCI,100.0,0.0,Proposed,1
SA1,Carmody BESS,100.0,0.0,Proposed,1
SA1,Chaff Mill (Mintaro) Solar Farm,100.0,,Proposed,1
SA1,Kingfisher Solar Storage - Storage,100.0,0.0,Proposed,1
SA1,Koolunga Battery Energy Storage System 1,100.0,200.0,Proposed,1
SA1,Koolunga Battery Energy Storage System 2,100.0,200.0,Proposed,1
SA1,Lindley BESS,100.0,200.0,Proposed,1
SA1,Monash Solar Farm,100.0,,Proposed,1
SA1,Monash Solar Farm - KCI,100.0,,Proposed,1
SA1,Playford Battery,100.0,100.0,Proposed,1
SA1,Riverland Solar Storage - Storage,100.0,0.0,Proposed,1
SA1,Snowtown North Solar Farm - BESS,100.0,200.0,Proposed,1
TAS1,Bell Bay BESS,100.0,200.0,Proposed,1
TAS1,Bridgewater BESS,100.0,0.0,Proposed,1
TAS1,Great Lakes Battery,100.0,150.0,Proposed,1
TAS1,Palmerston Battery Energy Storage System - Akaysha,100.0,0.0,Proposed,1
TAS1,Tarraleah Redevelopment,100.0,,Proposed,1
VIC1,Altona BESS,100.0,200.0,Proposed,1
VIC1,Altona BESS - KCI,100.0,0.0,Proposed,1
VIC1,Birkins Solar Farm,100.0,,Proposed,1
VIC1,Birkins Solar Farm - Hydrogen - KCI,100.0,,Proposed,1
VIC1,Boulka Park Solar Farm,100.0,,Proposed,1
VIC1,Grahamvale BESS - KCI,100.0,0.0,Proposed,1
VIC1,Kerang East Storage System,100.0,,Proposed,1
VIC1,Kerang East Storage System - KCI,100.0,0.0,Proposed,1
VIC1,Lambing Gully BESS,100.0,800.0,Proposed,1
VIC1,Monash BESS,100.0,200.0,Proposed,1
VIC1,Naroghid,100.0,,Proposed,1
VIC1,SEC Renewable Energy Hub,100.0,200.0,Proposed,1
VIC1,Shepparton Solar Farm,100.0,,Proposed,1
VIC1,Terang Terminal Station,100.0,,Proposed,1
VIC1,Wimmera Plains BESs,100.0,400.0,Proposed,1
VIC1,Winton North Solar Farm,100.0,,Proposed,1
NSW1,Richmond Valley BESS,275.0,2200.0,Anticipated,2
VIC1,Pine Lodge BESS,250.0,550.0,Anticipated,2
NSW1,Eraring Big Battery,240.0,1030.0,Anticipated,2
NSW1,Tamworth BESS - Valent,200.0,400.0,Anticipated,2
NSW1,Valley of the Winds,148.0,,Anticipated,2
NSW1,Hay Sun Farm,110.0,,Anticipated,2
NSW1,Silver City Energy Storage,100.0,1600.0,Anticipated,2
NSW1,Tamworth BESS Project 1 Pty Ltd,100.0,100.0,Anticipated,2
NSW1,Tamworth BESS Project 2 Pty Ltd,100.0,200.0,Anticipated,2
SA1,Mannum BESS,100.0,200.0,Anticipated,2
VIC1,Bennetts Creek BESS,100.0,223.0,Anticipated,2
VIC1,Melbourne Renewable Energy Hub - Side A,600.0,1600.0,Committed,3
NSW1,Liddell BESS,500.0,1000.0,Committed,3
NSW1,Hunter Power Station,375.0,,Committed,3
NSW1,Kurri Kurri OCGT,375.0,,Committed,3
NSW1,Snowy 2.0.,366.0,116660.0,Committed,3
VIC1,Wooreen Energy Storage System,350.0,1400.0,Committed,3
NSW1,Snowy 2.0,340.0,349999.98000000004,Committed,3
VIC1,Mortlake Battery,300.0,600.0,Committed,3
VIC1,Goorambat East Solar Farm (ENGIE),250.0,,Committed,3
VIC1,Mornington BESS,240.0,480.0,Committed,3
NSW1,Calala Battery Energy Storage System 2 (CABESS2),150.0,300.0,Committed,3
NSW1,Calala Battery Energy Storage System 1 (CABESS1),100.0,200.0,Committed,3
VIC1,LaTrobe Valley BESS,100.0,200.0,Committed,3
NSW1,Mt Piper,730.0,,Existing less Announced Withdrawal,4
NSW1,Vales Point B,660.0,,Existing less Announced Withdrawal,4
NSW1,Tallawarra B,320.0,,Existing less Announced Withdrawal,4
VIC1,Victorian Big Battery,300.0,470.0,Existing less Announced Withdrawal,4
VIC1,Hazelwood Battery Energy Storage System (HBESS),200.07,162.0,Existing less Announced Withdrawal,4
TAS1,Tamar Valley Combined Cycle,140.0,,Existing less Announced Withdrawal,4
SA1,Tailem Bend Stage 2 Solar Project,105.0,,Existing less Announced Withdrawal,4
NSW1,Liddell,500.0,,Withdrawn,5
SA1,Torrens Island B,200.0,,Announced Withdrawal,5
SA1,Torrens Island A,120.0,,Withdrawn,5
